姓文字数,姓画数組み合わせ,名文字数,名画数組み合わせ,天格画数,天格スコア,地格画数,地格スコア,人格画数,人格スコア,外格画数,外格スコア,仕事運画数,仕事運スコア,家庭運画数,家庭運スコア,総格画数,総格スコア,総合点数
2,"(6, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(6, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
2,"(9, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
2,"(9, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
2,"(9, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
2,"(9, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
2,"(9, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 5, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(1, 8, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(1, 8, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(1, 8, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(1, 8, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(1, 8, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 4, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(2, 7, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(2, 7, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(2, 7, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(2, 7, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(2, 7, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 3, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(3, 6, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(3, 6, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(3, 6, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(3, 6, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(3, 6, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 2, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(4, 5, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(4, 5, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(4, 5, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(4, 5, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(4, 5, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 1, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
3,"(5, 4, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(5, 4, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(5, 4, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(5, 4, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(5, 4, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(6, 3, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(6, 3, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(6, 3, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(6, 3, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(6, 3, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(7, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(7, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(7, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(7, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(7, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(8, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(8, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(8, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(8, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
3,"(8, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 4, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 1, 7, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 1, 7, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 1, 7, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 1, 7, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 1, 7, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 3, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 2, 6, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 2, 6, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 2, 6, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 2, 6, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 2, 6, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 2, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 3, 5, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 3, 5, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 3, 5, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 3, 5, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 3, 5, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 1, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(1, 4, 4, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 4, 4, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 4, 4, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 4, 4, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 4, 4, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 5, 3, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 5, 3, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 5, 3, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 5, 3, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 5, 3, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 6, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 6, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 6, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 6, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 6, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 7, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 7, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 7, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 7, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(1, 7, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 3, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 1, 6, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 1, 6, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 1, 6, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 1, 6, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 1, 6, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 2, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 2, 5, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 2, 5, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 2, 5, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 2, 5, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 2, 5, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 1, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(2, 3, 4, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 3, 4, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 3, 4, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 3, 4, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 3, 4, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 4, 3, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 4, 3, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 4, 3, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 4, 3, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 4, 3, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 5, 2, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 5, 2, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 5, 2, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 5, 2, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 5, 2, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 6, 1, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 6, 1, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 6, 1, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 6, 1, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(2, 6, 1, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 2, 7)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 3, 6)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 4, 5)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 5, 4)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 6, 3)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 7, 2)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 2, 9)",4,"(6, 1, 8, 1)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
4,"(3, 1, 5, 6)",4,"(9, 1, 1, 5)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 1, 5, 6)",4,"(9, 1, 2, 4)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 1, 5, 6)",4,"(9, 1, 3, 3)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 1, 5, 6)",4,"(9, 1, 4, 2)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 1, 5, 6)",4,"(9, 1, 5, 1)",15,5,16,4,15,5,15,5,24,5,21,4,31,5,33
4,"(3, 2, 1, 9)",4,"(6, 1, 1, 8)",15,5,16,4,15,5,15,5,21,4,24,5,31,5,33
